WKT,Analyser,Gns. mg/l,Min. mg/l,Maks. mg/l,Gns. topdybde,Min. topdybde,Maks. topdybde,Min. dato,Maks. dato,objectid,rgb,txt_search
"POLYGON ((685000 6170000,690000 6170000,690000 6175000,685000 6175000,685000 6170000))","     25","     15.7","      2.5","     49.0","     37.3","     10.5","     90.1",1971-07-02,2018-12-19,"       253039",255 255 0,
"POLYGON ((665000 6135000,670000 6135000,670000 6140000,665000 6140000,665000 6135000))","      4","     17.2","      5.5","     33.0","     31.4","     16.0","     54.2",2008-10-07,2014-04-15,"   2009033614",255 255 0,
"POLYGON ((630000 6075000,635000 6075000,635000 6080000,630000 6080000,630000 6075000))","      1","      7.0","      7.0","      7.0","     25.7","     25.7","     25.7",1910-09-22,1910-09-22,"       116199",0 255 0,
"POLYGON ((660000 6075000,665000 6075000,665000 6080000,660000 6080000,660000 6075000))","      4","     22.2","      2.0","     70.0","     16.0","      4.0","     24.0",1991-04-15,2006-05-04,"   1995001864",255 255 0,
"POLYGON ((685000 6065000,690000 6065000,690000 6070000,685000 6070000,685000 6065000))","      9","     23.4","      2.0","     74.0","     18.4","      6.0","     30.0",1970-04-10,2001-04-17,"       116603",255 255 0,
"POLYGON ((885000 6120000,890000 6120000,890000 6125000,885000 6125000,885000 6120000))","      1","     23.0","     23.0","     23.0","      5.0","      5.0","      5.0",1976-10-19,1976-10-19,"       116805",255 255 0,
"POLYGON ((570000 6300000,575000 6300000,575000 6305000,570000 6305000,570000 6300000))","      8","     32.5","     28.0","     43.0","      6.0","      4.0","      8.0",2013-10-10,2020-05-19,"   2013018526",255 125 0,
"POLYGON ((575000 6095000,580000 6095000,580000 6100000,575000 6100000,575000 6095000))","      1","      9.7","      9.7","      9.7","      1.2","      1.2","      1.2",2014-05-27,2014-05-27,"   2014041346",0 255 0,
"POLYGON ((475000 6255000,480000 6255000,480000 6260000,475000 6260000,475000 6255000))","     31","     12.5","      3.3","     32.0","     32.8","     19.0","     51.5",1949-07-01,2016-02-23,"         4321",255 255 0,
"POLYGON ((695000 6180000,700000 6180000,700000 6185000,695000 6185000,695000 6180000))","     11","     49.0","      2.1","    320.0","     15.9","      4.5","     49.5",1997-12-08,2017-05-01,"   1998006133",255 125 0,
"POLYGON ((585000 6360000,590000 6360000,590000 6365000,585000 6365000,585000 6360000))","      2","     27.2","      2.4","     52.0","     35.8","     16.0","     55.5",1960-05-27,2003-12-04,"       100398",255 125 0,
"POLYGON ((540000 6335000,545000 6335000,545000 6340000,540000 6340000,540000 6335000))","     42","     33.9","      3.0","     61.0","     26.6","      6.5","     56.0",1942-03-31,2020-07-29,"       100643",255 125 0,
"POLYGON ((580000 6325000,585000 6325000,585000 6330000,580000 6330000,580000 6325000))","     11","      9.0","      2.1","     16.0","      8.9","      6.0","     10.0",1991-09-10,2015-04-08,"   2004047632",0 255 0,
"POLYGON ((525000 6310000,530000 6310000,530000 6315000,525000 6315000,525000 6310000))","      5","     36.3","     10.0","     46.0","     22.8","     15.0","     30.6",1974-03-05,2004-07-14,"   2008092625",255 125 0,
"POLYGON ((480000 6300000,485000 6300000,485000 6305000,480000 6305000,480000 6300000))","     23","     30.7","      2.3","    110.0","     35.3","     18.0","     72.0",1988-12-05,2018-10-15,"   1995012191",255 125 0,
"POLYGON ((525000 6300000,530000 6300000,530000 6305000,525000 6305000,525000 6300000))","      5","      6.9","      2.7","     14.0","     33.5","     12.5","     45.0",1976-06-03,2015-10-15,"       101765",0 255 0,
"POLYGON ((450000 6270000,455000 6270000,455000 6275000,450000 6275000,450000 6270000))","     16","     29.3","      2.0","     70.8","     41.1","      1.0","    106.0",1968-09-04,1994-10-04,"         3466",255 125 0,
"POLYGON ((580000 6275000,585000 6275000,585000 6280000,580000 6280000,580000 6275000))","      2","      2.2","      2.2","      2.2","     29.0","     29.0","     29.0",1977-06-20,1977-06-27,"       102119",0 255 0,
"POLYGON ((545000 6265000,550000 6265000,550000 6270000,545000 6270000,545000 6265000))","      6","     46.2","     27.0","     60.0","     12.0","      6.0","     20.0",1972-10-17,2002-08-26,"   1994006838",255 125 0,
"POLYGON ((525000 6250000,530000 6250000,530000 6255000,525000 6255000,525000 6250000))","      5","     32.8","      2.4","     45.0","     37.2","     28.0","     54.0",1978-04-25,1996-01-15,"   1997008157",255 125 0,
"POLYGON ((540000 6235000,545000 6235000,545000 6240000,540000 6240000,540000 6235000))","     55","     35.5","      5.1","    120.0","      9.2","      1.5","     22.0",1966-05-09,2020-05-14,"       103982",255 125 0,
"POLYGON ((585000 6225000,590000 6225000,590000 6230000,585000 6230000,585000 6225000))","     24","     20.5","      2.0","     50.0","     22.2","      7.5","     53.0",1957-02-07,2017-05-10,"       105051",255 255 0,
"POLYGON ((455000 6200000,460000 6200000,460000 6205000,455000 6205000,455000 6200000))","      2","      3.7","      3.7","      3.7","      9.0","      9.0","      9.0",1976-08-03,1976-08-03,"   2006380307",0 255 0,
"POLYGON ((545000 6190000,550000 6190000,550000 6195000,545000 6195000,545000 6190000))","      7","     13.2","      2.0","     38.0","     27.5","      8.0","     50.0",1933-10-16,2013-11-12,"       105835",255 255 0,
"POLYGON ((540000 6145000,545000 6145000,545000 6150000,540000 6150000,540000 6145000))","      1","     10.0","     10.0","     10.0","     27.8","     27.8","     27.8",1999-11-29,1999-11-29,"   2006482251",255 255 0,
"POLYGON ((595000 6145000,600000 6145000,600000 6150000,595000 6150000,595000 6145000))","      6","      7.7","      3.5","     10.0","     27.5","     10.0","     38.0",1961-02-23,1984-09-17,"   2006057476",0 255 0,
"POLYGON ((530000 6125000,535000 6125000,535000 6130000,530000 6130000,530000 6125000))","      2","      3.0","      3.0","      3.0","     32.3","     20.5","     44.0",1968-12-10,1976-02-03,"       108091",0 255 0,
"POLYGON ((720000 6215000,725000 6215000,725000 6220000,720000 6220000,720000 6215000))","      1","      9.0","      9.0","      9.0","     69.0","     69.0","     69.0",1918-11-09,1918-11-09,"       110379",0 255 0,
"POLYGON ((630000 6195000,635000 6195000,635000 6200000,630000 6200000,630000 6195000))","     14","     21.0","     13.0","     27.0","      7.9","      7.9","      7.9",1996-09-04,2010-11-18,"   2010020823",255 255 0,
"POLYGON ((655000 6200000,660000 6200000,660000 6205000,655000 6205000,655000 6200000))","      2","      2.7","      2.4","      3.0","     67.5","     55.0","     80.0",1986-08-13,2013-02-04,"       151565",0 255 0,
"POLYGON ((485000 6185000,490000 6185000,490000 6190000,485000 6190000,485000 6185000))","     30","     28.3","      2.5","     63.2","     27.0","      6.0","     78.0",1976-07-15,2011-08-30,"       105631",255 125 0,
"POLYGON ((475000 6260000,480000 6260000,480000 6265000,475000 6265000,475000 6260000))","      3","     45.6","     22.6","     75.3","      4.0","      3.5","      4.5",1999-01-18,1999-01-20,"         4376",255 125 0,
"POLYGON ((500000 6330000,505000 6330000,505000 6335000,500000 6335000,500000 6330000))","      1","      5.0","      5.0","      5.0","     17.0","     17.0","     17.0",1997-03-05,1997-03-05,"   1998009493",0 255 0,
"POLYGON ((565000 6290000,570000 6290000,570000 6295000,565000 6295000,565000 6290000))","     13","     12.8","      3.5","     41.0","     40.8","     15.0","     63.0",1974-12-13,2015-08-27,"       101871",255 255 0,
"POLYGON ((460000 6260000,465000 6260000,465000 6265000,460000 6265000,460000 6260000))","      2","     25.5","      3.0","     48.0","     60.5","     31.0","     90.0",1981-06-02,1984-05-04,"   2006377377",255 125 0,
"POLYGON ((450000 6250000,455000 6250000,455000 6255000,450000 6255000,450000 6250000))","      2","     15.5","     10.0","     21.0","     13.5","     11.0","     16.0",1930-12-06,1955-05-07,"       102539",255 255 0,
"POLYGON ((575000 6240000,580000 6240000,580000 6245000,575000 6245000,575000 6240000))","      1","     21.0","     21.0","     21.0","     18.0","     18.0","     18.0",1980-10-21,1980-10-21,"       104136",255 255 0,
"POLYGON ((580000 6240000,585000 6240000,585000 6245000,580000 6245000,580000 6240000))","      3","      4.9","      2.0","      7.6","     20.0","      9.0","     27.0",1953-01-01,2013-09-23,"       104167",0 255 0,
"POLYGON ((545000 6145000,550000 6145000,550000 6150000,545000 6150000,545000 6145000))","      2","    160.0","    160.0","    160.0","     28.5","     28.5","     28.5",1999-11-15,1999-11-15,"   2000007928",255 0 0,
"POLYGON ((500000 6115000,505000 6115000,505000 6120000,500000 6120000,500000 6115000))","      1","      2.3","      2.3","      2.3","     55.0","     55.0","     55.0",2007-11-14,2007-11-14,"   2007050296",0 255 0,
"POLYGON ((500000 6080000,505000 6080000,505000 6085000,500000 6085000,500000 6080000))","      1","     55.0","     55.0","     55.0","     10.0","     10.0","     10.0",1977-06-30,1977-06-30,"       109390",255 0 0,
"POLYGON ((660000 6160000,665000 6160000,665000 6165000,660000 6165000,660000 6160000))","      3","     30.8","      3.3","     54.0","     24.8","     24.5","     25.0",1976-06-29,1990-01-29,"       112060",255 125 0,
"POLYGON ((635000 6140000,640000 6140000,640000 6145000,635000 6145000,635000 6140000))","      1","    189.0","    189.0","    189.0","     20.0","     20.0","     20.0",1950-03-21,1950-03-21,"       112469",255 0 0,
"POLYGON ((685000 6115000,690000 6115000,690000 6120000,685000 6120000,685000 6115000))","      2","     42.2","     20.0","     64.4","     35.5","     17.0","     54.0",1916-08-08,1985-11-13,"       115707",255 125 0,
"POLYGON ((675000 6085000,680000 6085000,680000 6090000,675000 6090000,675000 6085000))","      1","      3.0","      3.0","      3.0","     42.7","     42.7","     42.7",1991-10-02,1991-10-02,"   1995001877",0 255 0,
"POLYGON ((665000 6060000,670000 6060000,670000 6065000,665000 6065000,665000 6060000))","      6","     27.8","      6.0","     67.0","     22.8","     12.0","     39.0",1917-03-02,1989-06-21,"       116559",255 125 0,
"POLYGON ((610000 6220000,615000 6220000,615000 6225000,610000 6225000,610000 6220000))","      1","     69.0","     69.0","     69.0","     26.0","     26.0","     26.0",1916-10-10,1916-10-10,"       105059",255 0 0,
"POLYGON ((545000 6195000,550000 6195000,550000 6200000,545000 6200000,545000 6195000))","     11","     50.5","     23.5","     81.0","     15.3","      6.5","     24.0",1982-08-02,2020-11-10,"       105791",255 0 0,
"POLYGON ((470000 6300000,475000 6300000,475000 6305000,470000 6305000,470000 6300000))","      2","      2.0","      2.0","      2.0","     49.0","     49.0","     49.0",1971-11-09,1971-11-12,"       101463",0 255 0,
"POLYGON ((520000 6280000,525000 6280000,525000 6285000,520000 6285000,520000 6280000))","      2","     35.0","     13.0","     57.0","     15.0","     15.0","     15.0",1976-03-03,1996-11-27,"       102025",255 125 0,
"POLYGON ((480000 6185000,485000 6185000,485000 6190000,480000 6190000,480000 6185000))","      5","     33.4","     19.0","     46.0","     13.6","      5.0","     18.0",1976-07-15,1980-07-21,"       105626",255 125 0,
"POLYGON ((560000 6175000,565000 6175000,565000 6180000,560000 6180000,560000 6175000))","      2","     18.0","     18.0","     18.0","     31.1","     22.5","     39.7",1993-03-01,2018-10-08,"   1995018666",255 255 0,
"POLYGON ((545000 6160000,550000 6160000,550000 6165000,545000 6165000,545000 6160000))","      4","     49.9","     20.5","     83.0","     19.6","      3.0","     51.0",1977-04-25,1982-04-21,"       106980",255 125 0,
"POLYGON ((460000 6135000,465000 6135000,465000 6140000,460000 6140000,460000 6135000))","      2","      2.5","      2.2","      2.7","     26.0","     19.0","     33.0",1980-09-03,1984-05-09,"       107262",0 255 0,
"POLYGON ((550000 6140000,555000 6140000,555000 6145000,550000 6145000,550000 6140000))","      4","      9.4","      2.5","     15.0","     34.3","     34.0","     34.5",1968-11-25,2014-05-15,"   2006057067",0 255 0,
"POLYGON ((480000 6130000,485000 6130000,485000 6135000,480000 6135000,480000 6130000))","      1","      5.3","      5.3","      5.3","      8.2","      8.2","      8.2",1979-07-11,1979-07-11,"       107992",0 255 0,
"POLYGON ((605000 6090000,610000 6090000,610000 6095000,605000 6095000,605000 6090000))","      2","     25.0","     25.0","     25.0","      7.3","       .6","     14.0",1995-10-25,1995-10-25,"   1996006906",255 125 0,
"POLYGON ((660000 6135000,665000 6135000,665000 6140000,660000 6140000,660000 6135000))","     22","     19.3","      3.7","     53.0","     43.5","     16.0","    109.0",1972-10-26,2017-06-27,"       151920",255 255 0,
"POLYGON ((480000 6115000,485000 6115000,485000 6120000,480000 6120000,480000 6115000))","      2","     50.0","     48.0","     52.0","      8.0","      8.0","      8.0",2001-06-14,2001-10-19,"   2002001442",255 0 0,
"POLYGON ((665000 6185000,670000 6185000,670000 6190000,665000 6190000,665000 6185000))","      5","     27.0","     25.0","     30.0","     39.5","     39.5","     39.5",2017-05-29,2020-11-02,"   2020060878",255 125 0,
"POLYGON ((515000 6280000,520000 6280000,520000 6285000,515000 6285000,515000 6280000))","      8","     50.5","     12.0","    130.0","     18.1","     13.5","     22.7",1976-03-03,2020-10-28,"       102010",255 0 0,
"POLYGON ((590000 6215000,595000 6215000,595000 6220000,590000 6220000,590000 6215000))","     22","      5.7","      2.2","     28.0","     44.8","     44.0","     45.5",1987-03-20,2020-04-21,"   2008030454",0 255 0,
"POLYGON ((535000 6195000,540000 6195000,540000 6200000,535000 6200000,535000 6195000))","      1","     20.0","     20.0","     20.0","     35.0","     35.0","     35.0",1963-06-04,1963-06-04,"       105823",255 255 0,
"POLYGON ((525000 6130000,530000 6130000,530000 6135000,525000 6135000,525000 6130000))","      9","     26.8","      2.5","     51.0","      8.9","      3.7","     14.0",1992-07-21,2010-04-29,"   2002001409",255 125 0,
"POLYGON ((680000 6210000,685000 6210000,685000 6215000,680000 6215000,680000 6210000))","      1","     13.0","     13.0","     13.0","     18.0","     18.0","     18.0",1972-03-05,1972-03-05,"       109946",255 255 0,
"POLYGON ((680000 6155000,685000 6155000,685000 6160000,680000 6160000,680000 6155000))","      1","      3.1","      3.1","      3.1","     93.3","     93.3","     93.3",2015-05-27,2015-05-27,"   2016000399",0 255 0,
"POLYGON ((690000 6060000,695000 6060000,695000 6065000,690000 6065000,690000 6060000))","      2","     11.0","      5.0","     17.0","     24.5","     21.0","     28.0",1921-06-05,1970-04-10,"       116596",255 255 0,
"POLYGON ((555000 6145000,560000 6145000,560000 6150000,555000 6150000,555000 6145000))","      4","      6.0","      2.0","     10.0","     25.0","     21.0","     29.0",1966-10-13,1990-09-26,"   2006057077",0 255 0,
"POLYGON ((520000 6265000,525000 6265000,525000 6270000,520000 6270000,520000 6265000))","      2","     57.5","     48.0","     67.0","     14.5","     12.0","     17.0",1960-08-01,1976-03-15,"       102355",255 0 0,
"POLYGON ((530000 6225000,535000 6225000,535000 6230000,530000 6230000,530000 6225000))","      2","     24.0","     12.0","     36.0","     16.0","     13.5","     18.5",1989-07-25,2013-08-12,"   2006614925",255 255 0,
"POLYGON ((600000 6195000,605000 6195000,605000 6200000,600000 6200000,600000 6195000))","      1","     44.0","     44.0","     44.0","     34.0","     34.0","     34.0",1992-10-13,1992-10-13,"       256221",255 125 0,
"POLYGON ((590000 6095000,595000 6095000,595000 6100000,590000 6100000,590000 6095000))","      2","      2.0","      2.0","      2.0","     30.0","     30.0","     30.0",1994-06-07,1994-06-07,"   1995010456",0 255 0,
"POLYGON ((510000 6085000,515000 6085000,515000 6090000,510000 6090000,510000 6085000))","      1","     10.0","     10.0","     10.0","     15.0","     15.0","     15.0",1958-10-09,1958-10-09,"       109403",255 255 0,
"POLYGON ((635000 6155000,640000 6155000,640000 6160000,635000 6160000,635000 6155000))","      1","      3.1","      3.1","      3.1","     16.4","     16.4","     16.4",1976-07-05,1976-07-05,"   2006386982",0 255 0,
"POLYGON ((580000 6380000,585000 6380000,585000 6385000,580000 6385000,580000 6380000))","      6","      2.7","      2.1","      4.8","      9.3","      6.0","     10.9",1981-11-17,2013-07-02,"       131459",0 255 0,
